ID,UF,Município
5089,RS,Vespasiano Correa
5090,RS,Viadutos
5091,RS,Viamão
5092,RS,Vicente Dutra
5093,RS,Victor Graeff
5094,RS,Vila Flores
5095,RS,Vila Lângaro
5096,RS,Vila Maria
5097,RS,Vila Nova do Sul
5098,RS,Vista Alegre
5099,RS,Vista Alegre do Prata
5100,RS,Vista Gaúcha
5101,RS,Vitória Das Missões
5102,RS,Westfalia
5103,RS,Xangri-lá
5104,MS,Água Clara
5105,MS,Alcinópolis
5106,MS,Amambaí
5107,MS,Anastácio
5108,MS,Anaurilândia
5109,MS,Angélica
5110,MS,Antônio João
5111,MS,Aparecida do Taboado
5112,MS,Aquidauana
5113,MS,Aral Moreira
5114,MS,Bandeirantes
5115,MS,Bataguassu
5116,MS,Batayporã
5117,MS,Bela Vista
5118,MS,Bodoquena
5119,MS,Bonito
5120,MS,Brasilândia
5121,MS,Caarapó
5122,MS,Camapuã
5123,MS,Campo Grande
5124,MS,Caracol
5125,MS,Cassilândia
5126,MS,Chapadão do Sul
5127,MS,Corguinho
5128,MS,Coronel Sapucaia
5129,MS,Corumbá
5130,MS,Costa Rica
5131,MS,Coxim
5132,MS,Deodápolis
5133,MS,Dois Irmãos do Buriti
5134,MS,Douradina
5135,MS,Dourados
5136,MS,Eldorado
5137,MS,Fátima do Sul
5138,MS,Figueirão
5139,MS,Glória de Dourados
5140,MS,Guia Lopes da Laguna
5141,MS,Iguatemi
5142,MS,Inocência
5143,MS,Itaporã
5144,MS,Itaquiraí
5145,MS,Ivinhema
5146,MS,Japorã
5147,MS,Jaraguari
5148,MS,Jardim
5149,MS,Jateí
5150,MS,Juti
5151,MS,Ladário
5152,MS,Laguna Carapã
5153,MS,Maracaju
5154,MS,Miranda
5155,MS,Mundo Novo
5156,MS,Naviraí
5157,MS,Nioaque
5158,MS,Nova Alvorada do Sul
5159,MS,Nova Andradina
5160,MS,Novo Horizonte do Sul
5161,MS,Paraíso das Águas
5162,MS,Paranaíba
5163,MS,Paranhos
5164,MS,Pedro Gomes
5165,MS,Ponta Porã
5166,MS,Porto Murtinho
5167,MS,Ribas do Rio Pardo
5168,MS,Rio Brilhante
5169,MS,Rio Negro
5170,MS,Rio Verde de Mato Grosso
5171,MS,Rochedo
5172,MS,Santa Rita do Pardo
5173,MS,São Gabriel do Oeste
5174,MS,Sete Quedas
5175,MS,Selvíria
5176,MS,Sidrolândia
5177,MS,Sonora
5178,MS,Tacuru
5179,MS,Taquarussu
5180,MS,Terenos
5181,MS,Três Lagoas
5182,MS,Vicentina
5183,MT,Acorizal
5184,MT,Água Boa
5185,MT,Alta Floresta
5186,MT,Alto Araguaia
5187,MT,Alto Boa Vista
5188,MT,Alto Garças
5189,MT,Alto Paraguai
5190,MT,Alto Taquari
5191,MT,Apiacás
5192,MT,Araguaiana
5193,MT,Araguainha
5194,MT,Araputanga
5195,MT,Arenápolis
5196,MT,Aripuanã
5197,MT,Barão de Melgaço
5198,MT,Barra do Bugres
5199,MT,Barra do Garças
5200,MT,Bom Jesus do Araguaia
5201,MT,Brasnorte
5202,MT,Cáceres
5203,MT,Campinápolis
5204,MT,Campo Novo do Parecis
5205,MT,Campo Verde
5206,MT,Campos de Júlio
5207,MT,Canabrava do Norte
5208,MT,Canarana
5209,MT,Carlinda
5210,MT,Castanheira
5211,MT,Chapada Dos Guimarães
5212,MT,Cláudia
5213,MT,Cocalinho
5214,MT,Colíder
5215,MT,Colniza
5216,MT,Comodoro
5217,MT,Confresa
5218,MT,Conquista D´oeste
5219,MT,Cotriguaçu
5220,MT,Cuiabá
5221,MT,Curvelândia
5222,MT,Denise
5223,MT,Diamantino
5224,MT,Dom Aquino
5225,MT,Feliz Natal
5226,MT,Figueirópolis D´oeste
5227,MT,Gaúcha do Norte
5228,MT,General Carneiro
5229,MT,Glória D´oeste
5230,MT,Guarantã do Norte
5231,MT,Guiratinga
5232,MT,Indiavaí
5233,MT,Ipiranga do Norte
5234,MT,Itanhangá
5235,MT,Itaúba
5236,MT,Itiquira
5237,MT,Jaciara
5238,MT,Jangada
5239,MT,Jauru
5240,MT,Juara
5241,MT,Juína
5242,MT,Juruena
5243,MT,Juscimeira
5244,MT,Lambari D´oeste
5245,MT,Lucas do Rio Verde
5246,MT,Luciára
5247,MT,Vila Bela da Santíssima Trindade
5248,MT,Marcelândia
5249,MT,Matupá
5250,MT,Mirassol D´oeste
5251,MT,Nobres
5252,MT,Nortelândia
5253,MT,Nossa Senhora do Livramento
5254,MT,Nova Bandeirantes
5255,MT,Nova Nazaré
5256,MT,Nova Lacerda
5257,MT,Nova Santa Helena
5258,MT,Nova Brasilândia
5259,MT,Nova Canaã do Norte
5260,MT,Nova Mutum
5261,MT,Nova Olímpia
5262,MT,Nova Ubiratã
5263,MT,Nova Xavantina
5264,MT,Novo Mundo
5265,MT,Novo Horizonte do Norte
5266,MT,Novo São Joaquim
5267,MT,Paranaíta
5268,MT,Paranatinga
5269,MT,Novo Santo Antônio
5270,MT,Pedra Preta
5271,MT,Peixoto de Azevedo
5272,MT,Planalto da Serra
5273,MT,Poconé
5274,MT,Pontal do Araguaia
5275,MT,Ponte Branca
5276,MT,Pontes e Lacerda
5277,MT,Porto Alegre do Norte
5278,MT,Porto Dos Gaúchos
5279,MT,Porto Esperidião
5280,MT,Porto Estrela
5281,MT,Poxoréo
5282,MT,Primavera do Leste
5283,MT,Querência
5284,MT,São José Dos Quatro Marcos
5285,MT,Reserva do Cabaçal
5286,MT,Ribeirão Cascalheira
5287,MT,Ribeirãozinho
5288,MT,Rio Branco
5289,MT,Santa Carmem
5290,MT,Santo Afonso
5291,MT,São José do Povo
5292,MT,São José do Rio Claro
5293,MT,São José do Xingu
5294,MT,São Pedro da Cipa
5295,MT,Rondolândia
5296,MT,Rondonópolis
5297,MT,Rosário Oeste
5298,MT,Santa Cruz do Xingu
5299,MT,Salto do Céu
5300,MT,Santa Rita do Trivelato
5301,MT,Santa Terezinha
5302,MT,Santo Antônio do Leste
5303,MT,Santo Antônio do Leverger
5304,MT,São Félix do Araguaia
5305,MT,Sapezal
5306,MT,Serra Nova Dourada
5307,MT,Sinop
5308,MT,Sorriso
5309,MT,Tabaporã
5310,MT,Tangará da Serra
5311,MT,Tapurah
5312,MT,Terra Nova do Norte
5313,MT,Tesouro
5314,MT,Torixoréu
5315,MT,União do Sul
5316,MT,Vale de São Domingos
5317,MT,Várzea Grande
5318,MT,Vera
5319,MT,Vila Rica
5320,MT,Nova Guarita
5321,MT,Nova Marilândia
5322,MT,Nova Maringá
5323,MT,Nova Monte Verde
5324,GO,Abadia de Goiás
5325,GO,Abadiânia
5326,GO,Acreúna
5327,GO,Adelândia
5328,GO,Água Fria de Goiás
5329,GO,Água Limpa
5330,GO,Águas Lindas de Goiás
5331,GO,Alexânia
5332,GO,Aloândia
5333,GO,Alto Horizonte
5334,GO,Alto Paraíso de Goiás
5335,GO,Alvorada do Norte
5336,GO,Amaralina
5337,GO,Americano do Brasil
5338,GO,Amorinópolis
5339,GO,Anápolis
5340,GO,Anhanguera
5341,GO,Anicuns
5342,GO,Aparecida de Goiânia
5343,GO,Aparecida do Rio Doce
5344,GO,Aporé
5345,GO,Araçu
5346,GO,Aragarças
5347,GO,Aragoiânia
5348,GO,Araguapaz
5349,GO,Arenópolis
5350,GO,Aruanã
5351,GO,Aurilândia
5352,GO,Avelinópolis
5353,GO,Baliza
5354,GO,Barro Alto
5355,GO,Bela Vista de Goiás
5356,GO,Bom Jardim de Goiás
5357,GO,Bom Jesus de Goiás
5358,GO,Bonfinópolis
5359,GO,Bonópolis
5360,GO,Brazabrantes
5361,GO,Britânia
5362,GO,Buriti Alegre
5363,GO,Buriti de Goiás
5364,GO,Buritinópolis
5365,GO,Cabeceiras
5366,GO,Cachoeira Alta
5367,GO,Cachoeira de Goiás
5368,GO,Cachoeira Dourada
5369,GO,Caçu
5370,GO,Caiapônia
5371,GO,Caldas Novas
5372,GO,Caldazinha
5373,GO,Campestre de Goiás
5374,GO,Campinaçu
5375,GO,Campinorte
5376,GO,Campo Alegre de Goiás
5377,GO,Campo Limpo de Goiás
5378,GO,Campos Belos
5379,GO,Campos Verdes
5380,GO,Carmo do Rio Verde
5381,GO,Castelândia
5382,GO,Catalão
5383,GO,Caturaí
5384,GO,Cavalcante
5385,GO,Ceres
5386,GO,Cezarina
5387,GO,Chapadão do Céu
5388,GO,Cidade Ocidental
5389,GO,Cocalzinho de Goiás
5390,GO,Colinas do Sul
5391,GO,Córrego do Ouro
5392,GO,Corumbá de Goiás
5393,GO,Corumbaíba
5394,GO,Cristalina
5395,GO,Cristianópolis
5396,GO,Crixás
5397,GO,Cromínia
5398,GO,Cumari
5399,GO,Damianópolis
5400,GO,Damolândia
5401,GO,Davinópolis
5402,GO,Diorama
5403,GO,Doverlândia
5404,GO,Edealina
5405,GO,Edéia
5406,GO,Estrela do Norte
5407,GO,Faina
5408,GO,Fazenda Nova
5409,GO,Firminópolis
5410,GO,Flores de Goiás
5411,GO,Formosa
5412,GO,Formoso
5413,GO,Gameleira de Goiás
5414,GO,Divinópolis de Goiás
5415,GO,Goianápolis
5416,GO,Goiandira
5417,GO,Goianésia
5418,GO,Goiânia
5419,GO,Goianira
5420,GO,Goiás
5421,GO,Goiatuba
5422,GO,Gouvelândia
5423,GO,Guapó
5424,GO,Guaraíta
5425,GO,Guarani de Goiás
5426,GO,Guarinos
5427,GO,Heitoraí
5428,GO,Hidrolândia
5429,GO,Hidrolina
5430,GO,Iaciara
5431,GO,Inaciolândia
5432,GO,Indiara
5433,GO,Inhumas
5434,GO,Ipameri
5435,GO,Ipiranga de Goiás
5436,GO,Iporá
5437,GO,Israelândia
5438,GO,Itaberaí
5439,GO,Itaguari
5440,GO,Itaguaru
5441,GO,Itajá
5442,GO,Itapaci
5443,GO,Itapirapuã
5444,GO,Itapuranga
5445,GO,Itarumã
5446,GO,Itauçu
5447,GO,Itumbiara
5448,GO,Ivolândia
5449,GO,Jandaia
5450,GO,Jaraguá
5451,GO,Jataí
5452,GO,Jaupaci
5453,GO,Jesúpolis
5454,GO,Joviânia
5455,GO,Jussara
5456,GO,Lagoa Santa
5457,GO,Leopoldo de Bulhões
5458,GO,Luziânia
5459,GO,Mairipotaba
5460,GO,Mambaí
5461,GO,Mara Rosa
5462,GO,Marzagão
5463,GO,Matrinchã
5464,GO,Maurilândia
5465,GO,Mimoso de Goiás
5466,GO,Minaçu
5467,GO,Mineiros
5468,GO,Moiporá
5469,GO,Monte Alegre de Goiás
5470,GO,Montes Claros de Goiás
5471,GO,Montividiu
5472,GO,Montividiu do Norte
5473,GO,Morrinhos
5474,GO,Morro Agudo de Goiás
5475,GO,Mossâmedes
5476,GO,Mozarlândia
5477,GO,Mundo Novo
5478,GO,Mutunópolis
5479,GO,Nazário
5480,GO,Nerópolis
5481,GO,Niquelândia
5482,GO,Nova América
5483,GO,Nova Aurora
5484,GO,Nova Crixás
5485,GO,Nova Glória
5486,GO,Nova Iguaçu de Goiás
5487,GO,Nova Roma
5488,GO,Nova Veneza
5489,GO,Novo Brasil
5490,GO,Novo Gama
5491,GO,Novo Planalto
5492,GO,Orizona
5493,GO,Ouro Verde de Goiás
5494,GO,Ouvidor
5495,GO,Padre Bernardo
5496,GO,Palestina de Goiás
5497,GO,Palmeiras de Goiás
5498,GO,Palmelo
5499,GO,Palminópolis
5500,GO,Panamá
5501,GO,Paranaiguara
5502,GO,Paraúna
5503,GO,Perolândia
5504,GO,Petrolina de Goiás
5505,GO,Pilar de Goiás
5506,GO,Piracanjuba
5507,GO,Piranhas
5508,GO,Pirenópolis
5509,GO,Pires do Rio
5510,GO,Planaltina
5511,GO,Pontalina
5512,GO,Porangatu
5513,GO,Porteirão
5514,GO,Portelândia
5515,GO,Posse
5516,GO,Professor Jamil
5517,GO,Quirinópolis
5518,GO,Rialma
5519,GO,Rianápolis
5520,GO,Rio Quente
5521,GO,Rio Verde
5522,GO,Rubiataba
5523,GO,Sanclerlândia
5524,GO,Santa Bárbara de Goiás
5525,GO,Santa Cruz de Goiás
5526,GO,Santa fé de Goiás
5527,GO,Santa Helena de Goiás
5528,GO,Santa Isabel
5529,GO,Santa Rita do Araguaia
5530,GO,Santa Rita do Novo Destino
5531,GO,Santa Rosa de Goiás
5532,GO,Santa Tereza de Goiás
5533,GO,Santa Terezinha de Goiás
5534,GO,Santo Antônio da Barra
5535,GO,Santo Antônio de Goiás
5536,GO,Santo Antônio do Descoberto
5537,GO,São Domingos
5538,GO,São Francisco de Goiás
5539,GO,São João D´aliança
5540,GO,São João da Paraúna
5541,GO,São Luís de Montes Belos
5542,GO,São Luíz do Norte
5543,GO,São Miguel do Araguaia
5544,GO,São Miguel do Passa Quatro
5545,GO,São Patrício
5546,GO,São Simão
5547,GO,Senador Canedo
5548,GO,Serranópolis
5549,GO,Silvânia
5550,GO,Simolândia
5551,GO,Sítio D´abadia
5552,GO,Taquaral de Goiás
5553,GO,Teresina de Goiás
5554,GO,Terezópolis de Goiás
5555,GO,Três Ranchos
5556,GO,Trindade
5557,GO,Trombas
5558,GO,Turvânia
5559,GO,Turvelândia
5560,GO,Uirapuru
5561,GO,Uruaçu
5562,GO,Uruana
5563,GO,Urutaí
5564,GO,Valparaíso de Goiás
5565,GO,Varjão
5566,GO,Vianópolis
5567,GO,Vicentinópolis
5568,GO,Vila Boa
5569,GO,Vila Propício
5570,DF,Brasília
